genre,game,commented_date,comment,release_period
Puzzle,It Takes Two,2017-08-23,"y'all need to start reading books, seriously this movie didn't copy the parent trap, they remade into a girl version of the prince and the pauper it's a novel by mark twain.",Before
Puzzle,It Takes Two,2021-02-27,"absolutely relatable for many and a lovely way for patchingup relationships of others in a mutually favorable, harmonious and fun way. surely gonna buy this one. lovely indeed.",Before
Puzzle,It Takes Two,2021-02-24,joseph is amazing. a way out was one of my best gaming experiences as i finished it with my wife. this looks amazing and charming. looking forward to relive the same experience.,Before
Puzzle,It Takes Two,2021-03-25,if this gets liked i will be amazed and so happy ive been watching you for a year now and you are amazing out of all the youtubers i wacth you are the bestkeep up the amazing work,Before
Puzzle,It Takes Two,2021-03-25,the review didnt mention this but im pretty sure you can share the game and play with a friend without them having to buy it. similar to what they did with one of their other games.,Before
Puzzle,It Takes Two,2017-04-27,"lots of trolls here.. how could you say this movie copied the parent trap, it was premiered 1998,, and this was 1995.. and in this movie theyre not even twins! love both moves though",Before
Puzzle,It Takes Two,2021-03-25,this game is stunning tbh and a great family oriented game. definitely a must buy for your children. instead of shootem up games. nothing against them. but this is so much more innocent,Before
Puzzle,It Takes Two,2018-12-28,i saw this movie on tv when i was seven and have been looking for it ever since. i recently finished watching full house and was researching the olsen twins and i found this. im ecstatic,Before
Puzzle,It Takes Two,2021-02-23,we need more 3d platformers like this one where the environments are so beautifull that you want to explore them they look like they are straight out of a movie or themepark ride love it,Before
Puzzle,It Takes Two,2021-03-03,"i know it's only march, but this has been an amazing year for games. it takes two, kena bridge of spirits and the prince of persia sand of time remake are high priorities for me right now",Before
Puzzle,It Takes Two,2021-02-22,this is incredible. thank you mr. fares and electronic arts for this art of game. can't wait to play it with my daughter or my wife. i played a way out together with my wife and we loved it.,Before
Puzzle,It Takes Two,2021-02-26,"well this looks like some wholesome fun. my wife and i are looking forward to getting way too competitive in the mini games lol. we loved their last game, a way out, so can't wait to play this one!",Before
Puzzle,It Takes Two,2021-03-25,hollow youre the best man! ive been watching you forever now and i always get excited when i get a youtube notification that you uploaded something new! keep up the awesome work man! youre a legend!,Before
Puzzle,It Takes Two,2017-04-04,"this is awesome. hiphop when it was all about fun, dancing and respect. almost 30 years ago 1988 when we did the video and it still rocks the house. rip skip, still missing you! classic4life whooyeah",Before
Puzzle,It Takes Two,2020-12-21,"finally,a project where everybody could tell them apart since a lotta people didnt even know that they both played the same tv character,like the zack  cody twinscole  dylan from the movie big daddy.",Before
Puzzle,It Takes Two,2021-03-25,"so excited to play this, probably my favourite studio and director doing games right now, gotta make time with an old friend who likes games or somehow convince my non gaming girlfriend to play with me haha.",Before
Puzzle,It Takes Two,2020-12-11,this legit looks really cool and super sweet and original. its also really amazing how games are finally looking good enough  animating well enough to master proper comedic timing. some jokes actually made me chuckle,Before
Puzzle,It Takes Two,2021-01-18,my cousin died yesterday and 1 of my favorite memory of him was when he bought this single. he picked me up in the vw rabbit said hey mikey check this out.. popped it in and the shit bumped hard. was a summer jam forsure. rip memories,Before
Puzzle,It Takes Two,2021-03-25,"idk man, looks like it should have gotten a 10 if it delivers the same level of creativity and fun that mario odyssey can deliver. sure you can talk about story but mario stories arent anything special either and that still gets a 10.",Before
Puzzle,It Takes Two,2021-03-25,man i'm so happy that they finally managed to create a banging game. a way out was decent but felt too serious and tried hard to be a crime movie. great to see what josef fares and his team are capable of when they let their creativity flow.,Before
Puzzle,It Takes Two,2021-03-15,the fact that you only have to buy one copy to play with a friend goes directly against the greedy modern day gaming industries of sell half a game and let them buy the rest in dlc! type of logic. big props for going against that tide. love hazelight. keep it up!,Before
Puzzle,It Takes Two,2020-12-11,i'm so thankful for josef fares and hazelight making these astounding co op stories. there really is no experience equal to playing through these games with a good friend. unforgettable cherished memories on both brothers and a way out. beyond excited for this game,Before
Puzzle,It Takes Two,2020-04-10,"i wanna rock right now, i'm rob base and i came to get down. i'm not internationally known, but i'm known to rock a microphone. cause i get stupid, i mean outrageous. stay away from me if you're contagious... this joint still get play through my speakers in april 2020!",Before
Puzzle,It Takes Two,2018-01-13,i loved this movie when i was a kid in the 90's. i think i first watched it when i was like 7 almost 8 in 1998 on video tape. also mary kate and ashley olsen were my favorite actresses when i was a kid. also i love in this traillor when they say they'l have to ditch the big bad witch.,Before
Puzzle,It Takes Two,2021-01-18,"i was a cop in baltimore when this song hit the radio. in the summer, 412 shift i would literally hear this song everywhere and all night long! as a white cop, the guys standing on the corner would yell when i drove by in my car blasting this song with the windows down! ah,what memories!",Before
Puzzle,It Takes Two,2017-12-03,"i just saw a buzzfeed article that recommended this movie. always thought i had loved a mary kate and ashley movie where sloppy joes were involved, but just assumed i'd made that part up and the movie was actually the parent trap w lindsay lohan. so happy to have rediscovered this movie!!",Before
Puzzle,It Takes Two,2019-01-13,similarities between it takes two  the parent trap 1. twinsdoppelgngers meet each other 2. the twins meet at a camp 3. a butler thats extremely close to one of the girls  helps them with their problem 4.the dad is with a mean woman 5. they try to set up the parentsdad  social worker so they can be a big happy family,Before
Puzzle,It Takes Two,2021-03-21,a big clubber in germany in the 80s. a german dj asked me to use my knowledge of american club music to buy and bring him what i thought his club clientele might like. the first song i brought him was this. he put this on and you would have thought someone threw money on to the dance floor the place just went nuts. the 80s lived 'em. loved 'em. miss 'em.,Before
Puzzle,It Takes Two,2016-08-15,can you people stop saying that the parent trap copied this the parent trap 1998 is a fuckin remake from 1961 this movie pretty much is just a complete rip off of the original movie they just twisted it up a little bit where the tomboy is a foster kid and the girls are just not related but identical to each other please do you fuckin research and get your facts straight,Before
Puzzle,It Takes Two,2020-11-17,turns 25 today! made about 19 million. i'm still baffled it got torn apart by critics. maybe because people felt it was too much like parent trap. still it kickstarted the marykate and ashley's empire of films to come. the olsen twins are charming next to steve guttenberg and kirstie alley. the camp used in the movie is actually still active today. harmless fun and predictable but still a childhood favorite.,Before
Puzzle,It Takes Two,2021-02-23,"my girlfriend is not a gamer at all, its extremely rare she cares about a video game, but we had a blast with luigis mansion coop, castle crashed and phogs, this game though has got her asking me all the time when it comes out. were both so excited for it and the fact shes excited has me overjoyed. so glad its cartoony, but with adult themes because all the other games i mentioned were just very childish, but definitely fun. cant wait for this.",Before
Puzzle,It Takes Two,2021-03-25,"thank you hazelight and fares for going against the steam and for making pure cooperative games. sitting next to a friend to play a game on the same screen is almost a lost art. the last time i did that was during the ms dos era with games such as wacky wheels and heroes of might and magic 2  3. also tyrian! d i think i will buy brothers and give it a chance and if i like that one, i'll move on to this one later on. if i find a friend that wants to play it with me that is. god bless this studio!",Before
Puzzle,It Takes Two,2018-09-21,"comment section 50 say that this is a ripoff of the parent trap. 40 say the parent trap ripped this movie off. 10 argue further. to settle the arguments, the original story is das doppelte lotchenn by erich kaestner, better known in english as lisa and lottie. lisa and lottie was adapted in the '60's as the parent trap. it was later also used as inspiration for the 1995 movie it takes two. then the parent trap was remade in 1998, and borrowed a few ideas from it takes two. neither the parent trap or it takes two are ripoffs of each other. the parent trap is an adaptation of the book, while it takes two is inspired by the same book, but goes in a different direction with it. i like all the versions, the book and all three movie adaptations. they are fun movies. now can we stop arguing?",Before
Puzzle,It Takes Two,2021-03-27,"so proud of my joseph farres , he was right to bet a thousand bucks on his project , you can feel the passion and dedication in every single pixel.",After
Puzzle,It Takes Two,2021-03-26,awwwww.....youguys make great couples....lollll.... hahahah...love watching you guys play...keep up the good work....love and support from malaysia,After
Puzzle,It Takes Two,2021-12-13,bro your speaking skills is so incredible !  sometimes i just play rdr2 over  over again just to hear your voice ! keep uploading bro  rdr2 is love,After
Puzzle,It Takes Two,2024-10-09,within the first minute they already guessed the plot twists is she gonna fix their marriage by playing dolls? shes going to fix it by running away,After
Puzzle,It Takes Two,2021-04-29,this game looks so much fun! you two really seemed to enjoy it. i missed out on this stream cause of work so thank you for uploading it to youtube!,After
Puzzle,It Takes Two,2024-04-01,each time im not paying attention i hear those bell sounding music in the background and open my mouth to tell my husband his phone is ringing. lol,After
Puzzle,It Takes Two,2022-08-09,small fun fact developers of take two offered 200 to players that wrote a negative review which greately explained why the game was boring for you.,After
Puzzle,It Takes Two,2021-04-08,i'm literally crying because the beauty of the game is the moral of the story and that beautiful ending. this game can make almost anyone emotional.,After
Puzzle,It Takes Two,2021-03-30,"this game is very good but doesn't get more attention. i hope there's gonna be it takes three. edit i left this for 2 months, and why is it popular?",After
Puzzle,It Takes Two,2021-08-05,"who's here after v saying that he's playing this game these days? also, the way this games' players and sales increased because of that man is insane",After
Puzzle,It Takes Two,2022-08-31,"great video, love all of your content so far, it's entertaining, witty and perfectly edited. keep it up dude and i'm sure the big succes will follow!",After
Puzzle,It Takes Two,2022-04-18,this is one of the best two player experiences of all time. an honest banger and i come back here to this trailer very often to reminisce. well played,After
Puzzle,It Takes Two,2021-04-01,me and my 8 year daughter have been playing this game together every night and it is so amazing! its actually challenging as well and we just love it.,After
Puzzle,It Takes Two,2021-07-12,i have never enjoyed youtube more than on this channel. these videos are so funny and you can just tell how much work has been put into them. love it!,After
Puzzle,It Takes Two,2021-04-29,"really liked this video, so much fun! i missed the stream due to work but it's so nice to catch up here on youtube  thank you for uploading it on here",After
Puzzle,It Takes Two,2021-04-04,"did ea really publish this game? whoa this is impossible, almost as if we suddenly travelled to a different dimension overnight this game was launched",After
Puzzle,It Takes Two,2023-03-12,"this game me realize that if i was forced into a situation like this, i would end up hating my partner even more before and go ahead with the divorce.",After
Puzzle,It Takes Two,2022-11-20,it is soooo worth it its really fun there are alot of levels it really takes two to complete you cannot play alone its the best coop game in my opinion,After
Puzzle,It Takes Two,2021-05-01,how ironic that sean and gab are playing a game about a relationship falling apart and they are one of the most cooperative couples on the internet lol,After
Puzzle,It Takes Two,2022-10-15,"but, it turns out, i'm just a masochist with no friends  finally, someone who understands my love for making professor oak challenges in pokemon games!",After
Puzzle,It Takes Two,2023-11-11,i'm watching this in 2023 and this game still holds up insanely well. it is my favorite story to a game other than a way out which was also made by ea.,After
Puzzle,It Takes Two,2023-08-30,my dad and i just finished the game. its actually the first game hes ever finished! we had an absolutely incredibly time. thanks for helping us through!,After
Puzzle,It Takes Two,2021-04-11,xd what i love the most is you can see how the players messing with each other through out the game has more character than jake and logan paul combined,After
Puzzle,It Takes Two,2022-08-11,"i love this movie. my childhood. the 90's  one of my favorites. can't eat, can't sleep, reach for the stars, over the fence, world series kind of stuff.",After
Puzzle,It Takes Two,2023-06-01,"i already played it, it's a wonderful game, not even kratos can match it, and i like kratos, please make dante's inferno for nintendo switch, i pay 100.",After
Puzzle,It Takes Two,2021-04-04,"my parents got a divorce when i was a kid, im sure this one will hit me in the feels. maybe i can play it with my brother and have some moments together",After
Puzzle,It Takes Two,2022-08-09,"my brother and i played this game, opening that door was one of the greatest moments of the game. still an absolutely phenomenal experience nonetheless.",After
Puzzle,It Takes Two,2025-03-04,"does this walkthrough have all the puzzles and those hidden puzzles as well? ive played it takes two twice, and apparently ive missed some hidden puzzles",After
Puzzle,It Takes Two,2025-02-28,honestly after i saw jaiden play mario blindfolded with alpharad having to help her i knew it takes two would have no chance on ruining their friendship.,After
Puzzle,It Takes Two,2024-02-25,"what a wholesome video of two friends playing a game! i love how well jaiden and jacob play off of each others personalities and bits, very entertaining.",After
Puzzle,It Takes Two,2024-02-23,"i would love to see more of it takes two from alpha and jaiden, i need to see how they react to the scene of the elephant alpha is remembering for later.",After
Puzzle,It Takes Two,2021-05-11,i love how gab and sen are the complete opposite of the game. game is about divorce relationship falling apart. gab and sen most cooperative couple going,After
Puzzle,It Takes Two,2024-10-22,"this game is so good i hope yall finish it, ive played it twice. each chapters theme and mechanics are so unique, always something new and cant get bored",After
Puzzle,It Takes Two,2023-07-15,"it takes two review its a cute game, got a good lore, good graphics, incredible game design, you can play with anyone you want, but the elephant dies 010",After
Puzzle,It Takes Two,2023-06-11,when they initially had the idea of pushing her off the cliff i knew it wasnt going to go well but i was not prepared for this. this tore my heart apart.,After
Puzzle,It Takes Two,2024-05-23,the princess and the pauper. alyssa callaway as prince edward tudor. amanda lemmon as tom canty. diane barrow as miles hendon. harry butkus as john canty.,After
Puzzle,It Takes Two,2023-08-24,this is the best game everrrrr me and my brother play t all the time and never get bored its just so different then a lot games and needs a great teamwork,After
Puzzle,It Takes Two,2021-04-27,"ah yes. forcing your parents back together with magic. dammit, i really wanted that obnoxious book of love to be the final boss. he was always in the way.",After
Puzzle,It Takes Two,2021-08-16,i'm still comptemplating whether their daughter is an witch  or figments of her imagination is just powerful enough to manifest reality altering anomalies,After
Puzzle,It Takes Two,2021-03-29,"if this was me, and i had to go through all that shit, the first thing i'm doing when i returned to normal is burning the house down and everything in it.",After
Puzzle,It Takes Two,2024-11-29,the comments commend this song as a bumping club tune from the 80s. it's the tall girl credits song too and i love that for bringing me here today in 2024,After
Puzzle,It Takes Two,2024-09-14,"i loved how you and jaiden played this game, you should try the game a way out, you will love the story, i would love to see your pov throughout the story",After
Puzzle,It Takes Two,2024-02-23,"i just love how when jacob got flowers from peach and jaiden is jealous, and then jacob says yeah, why don't you divorce with her. i just love this moment.",After
Puzzle,It Takes Two,2024-02-24,jaiden and jacob give me victorian queersaces who got married and had no children and lived happily by themselvesalways hanging out with their best friends,After
Puzzle,It Takes Two,2025-01-04,you did not play this game right if you were not constantly for every little slip up in game saying this is why we're getting a divorce to the other person,After
Puzzle,It Takes Two,2021-09-21,"awesome video seeing you two play this amazing game together, thanks for posting it! i got hammered and you got nailed. a true game about relationships lol",After
Puzzle,It Takes Two,2024-01-29,"i loved talias excited reaction when they realised may was a singer too, and then the fact that she knows what its like to perform and get nervous was cool",After
Puzzle,It Takes Two,2025-01-29,i love that every single pair i've seen play this game gets to the you're never home part and has the exact same reaction of yeah dude she's got a job lmao,After
Puzzle,It Takes Two,2024-10-02,"i happened to watch the first video again, and 60 seconds in, jaiden was like, she's gonna fix it by running away.  she totally called it 10 months ago! xd",After
Puzzle,It Takes Two,2023-04-06,"no cursing, no violence, no guns, no disrespecting or degrading women.. you cant help but bust a move listening to this joint.. bring back the real music!!!",After
Puzzle,It Takes Two,2024-12-20,glad i got this free on psn plus not out of my own money. turns out it'simpossible to play without a second person or at the very least a second controller.,After
Puzzle,It Takes Two,2023-02-24,rt after killing thousands with a poop volcano i see nothing wrong here rt after killing a single toy elephant this is evil and i have been scarred for life,After
Puzzle,It Takes Two,2022-08-30,"i dont understand how you continue to put out this level of quality content. your videos are at the level of someone with 2m subs. seriously man, great job!",After
Puzzle,It Takes Two,2022-12-04,damn man you are god send i recently started survival horror games and you have inspired me to start the horrifying experience  thank you for the videos man,After
Puzzle,It Takes Two,2022-09-10,i have been playing games for 30 plus years. this has been one of the best made games i have ever played. the kids absolutely love it. bring on part 2. . . .,After
Puzzle,It Takes Two,2021-06-29,"i also like how you both get a chance to play with the cool tools, no one character gets the better gear, you both take turns playing with awesome mechanics.",After
Puzzle,It Takes Two,2021-04-06,"josef fares does it again! good to know that you had a great time with it charlie, your enthusiasm for the game makes me want to play it with someone as well",After
Puzzle,It Takes Two,2022-09-09,"that part with the elephant doll was exactly the last thing i needed to have on my mind right now, thanks zanny, you know how to keep your audience guessing.",After
Puzzle,It Takes Two,2022-09-08,"i played this game with my brother and honestly, this game is amazing, absolutely recommend it for. one of the best if not the best coop game in a long time!",After
Puzzle,It Takes Two,2025-01-09,"my first time watching your gaminglong form content and the hxh music at 3025 made my head snap up  i wish i could watch that show for the first time, again.",After
Puzzle,It Takes Two,2021-04-14,"its very good your content games,allso good its the love you have for your brother jonathan ,its very nice you teatch him somme aspects of living.peace broo.",After
Puzzle,It Takes Two,2022-07-27,now this a very telling game i like how each boss represented the troubles and mistakes that they each made to each other to get them to realize there issues,After
Puzzle,It Takes Two,2021-04-14,ok so during the chief fight i was like all of my street fighter skills have come to this and then i perfected him first try. my friend thought i was hacking,After
Puzzle,It Takes Two,2022-01-26,"you are the only channel whose invideo promotions i watch when they are new not being repeated. you guys are hilarious, gonna get every bit of content i can d",After
Puzzle,It Takes Two,2021-04-29,you and seans commentary on this game was absolutely incredible i was dying watching this live when yall made the vacuum joke. needed this after a crazy week!,After
Puzzle,It Takes Two,2024-11-26,"jacobs reaction to killing cutie the elephant is on par with my reaction when i played with my ex. you dont even earn anything for killing her, just the guilt",After
Puzzle,It Takes Two,2021-04-22,"for thumbnails, if you can't get some clip art of a game prop at the right angle, you can always 3d model it, render it at a certain angle and photoshop it in",After
Puzzle,It Takes Two,2021-04-21,cute game! it kind of also reminds me of unravel 2 mostly because of her yarn hair haha i just wish the game volume was louder! i kept turning it up and down!,After
Puzzle,It Takes Two,2022-09-27,"please port the need for speed trilogy and burnout double pack on switch, need for speed underground 2, most wanted, and carbon, burnout 3 takedown and revenge",After
Puzzle,It Takes Two,2024-11-11,"armed with this album, i rocked my j high school class at our annual end of year party. djforaday goldenmemories . rob base, dj ez rock. 1989. profile records.",After
Puzzle,It Takes Two,2023-03-01,rt's new worst nightmare is a talking book about how to stop phobias coming to life and putting him into torturous spiderthemed challenges to get over his fear,After
Puzzle,It Takes Two,2023-02-17,"dude that elephant scene is too much for me. i literally played  watched all the brutal stuff out there, but this i cant take. no way i will ever play this o.o",After
Puzzle,It Takes Two,2024-09-14,"i still don't get why the snowglobe isn't the final chapter. it's a perfect ending chapter. they rekindle their love, and the level is focused on both of them.",After
Puzzle,It Takes Two,2021-04-06,its really weird that in chapter 5 there are actually no bosses. i still loved chapter 5 with the snow. my fav boss is definitely joy from chapter 6. shes cool,After
Puzzle,It Takes Two,2021-04-21,awwww i so sad i missed ur live stream. i love you guys playing this game. you work so well together and show how not to become the divorcing parents. so good.,After
Puzzle,It Takes Two,2021-04-05,"been a huge fan of your gameplays for a while, late nights hit diff with your vids man. keep up the gameplay and keep giving me the great laughs  love you man !",After
Puzzle,It Takes Two,2021-07-10,hey matt and shelby thank you guys so much for coming on the show! it was great to hear your amazing story and talk about your ideas on gamifying your finances!,After
Puzzle,It Takes Two,2022-12-31,those kids games do each student on steam. ea still do nothing to remember flashback series in modern genres points. and of course cnc renegade 2 was forgotten.,After
Puzzle,It Takes Two,2023-02-24,when i played this game with a friend i made the joke at the start that the book of love was the bible. he became mexican jesus for the rest of the playthrough.,After
Puzzle,It Takes Two,2022-08-30,"i tried to use this game to fix my marriage ever since it was recommended to me by a talking book. it did fix the marriage, but my wife is still a talking doll.",After
Puzzle,It Takes Two,2021-04-21,you guys are truly my couple goals. i love you guys so much and you have really taken my mind off of my brother passing recently as well. thank you both so much,After
Puzzle,It Takes Two,2024-12-12,yo this game is free but if you want to play it you will need to buy a new controller only if you have one you will be lucky if you have two controls from before,After
Puzzle,It Takes Two,2022-08-30,dude i just found you a coupole days ago and i gotta say your quickly becoming my favroite youtuberstreamer love your attiutude bro keep it up and stay safe snam,After
Puzzle,It Takes Two,2024-12-13,"their ceo getting on stage really sold me. the vibes i was getting from him were immaculate. then no lootboxes, no microtransactions. yeah bro you got me already",After
Puzzle,It Takes Two,2023-09-06,playing this with my 6 year old...the co op and puzzle solving elements remind me of the days of playing games like goof troop on the snes. absolute gem of a game,After
Puzzle,It Takes Two,2024-10-05,"i'm late to this, but do not let talia play either of the ori games. it will tear out her heart and stomp on it again and again! the blind forest split me in half",After
Puzzle,It Takes Two,2021-04-08,"polygon the game feels unbalanced, unaware that the audience has shifted from entertained to annoyed. charlie this game is perfect. there was never a dull moment.",After
Puzzle,It Takes Two,2021-04-04,"i haven't seen one thing out of this game since its trailer, but somehow the tone of his voice in the first five seconds whispered the word moisties into my soul.",After
Puzzle,It Takes Two,2024-09-14,now introducing the newest game on the market the sequel to a beloved game by many it takes 3!  the battle over custody!!! with a bonus character divorce lawyer!!,After
Puzzle,It Takes Two,2021-03-29,it takes two                                               .              .                                     .                 .                   it takes two,After
Puzzle,It Takes Two,2022-08-01,i just witnessed this as i was playing with my dad on this game and i felt terrible about doing that and what makes it worse is that doing that made no difference,After
Puzzle,It Takes Two,2021-03-26,game is very touching. really tugs at your heart strings. looks good as well. i just love the introduction. but hollow's character walks funny. it's cracking me up,After
Puzzle,It Takes Two,2021-08-30,"it takes two was so good! hubby and i enjoyed it so much! you should try out the we were here series, there are 3 games in the series with another coming out soon.",After
Puzzle,It Takes Two,2021-07-11,wait... 714 pinning the toolbox's arm in place was an option the whole time!?!? it took us soooo long to beat the toolbox because his arm doesn't stay there long p,After
Puzzle,It Takes Two,2021-04-01,"this game would not just waste youre time bec its worth to be played .....it will leave a mark ,a moral lesson kudos to those who made this game every one of them.",After
Puzzle,It Takes Two,2021-03-28,"say no more. after 25 mins of this video, i'm definitely playing this game with my wife not that we have a problem lol and my son. little man is gonna love this!!!!",After
Puzzle,It Takes Two,2022-12-15,"just stumbled across this channel and i love your videos. i also love your glasses, you look like taron egerton. i'll surely support you moving forward! keep it up!",After
Puzzle,It Takes Two,2024-12-13,"so many studios could take a lesson from these developers. it takes two was one of the best games i've ever played, and i've eagerly anticipated their next release.",After
Puzzle,It Takes Two,2024-12-14,i was this with my brother yesterday and i was so sad i ended up bursting into tears into tears and running upstairs but im happy to now know that she gets repaired,After
Puzzle,It Takes Two,2025-01-27,"really enjoy every aspect of the game, this is my first time watching the trailer and i like the extras thing outside the ingame content, thank you hazelight studios",After
Puzzle,It Takes Two,2021-06-08,"you see ea, when you actually let talented people with good ideas do what they want, you get games like this. it's a shame we don't get more of these types of games.",After
Puzzle,It Takes Two,2025-03-01,"me and my older brother played it. after we got done with the whole gameplay, this game is definitely worth buying it was the most fun game ive ever played with him.",After
Puzzle,It Takes Two,2024-12-28,"okay so me and my brother want to play but we don't know how to add the controller.. when we connected the controllers we were both controlling mickey, can you help?",After
Puzzle,It Takes Two,2021-04-29,"ive been having a particularly bad brain week this week and the colourful, adorable visuals of this game combined with your guys adorable antics really made me smile",After
Puzzle,It Takes Two,2025-02-15,hi brianna!!!!! you should make a show and a book!!!! i love you so much and you should keep going and never give up!! i watch your povs every night!!! i love you!!!,After
Puzzle,It Takes Two,2024-01-21,theyre both equal to be honest. cody is a better parent because hes kind and playful. but may however will do anything to protect rose and get back to her real body.,After
Puzzle,It Takes Two,2022-08-19,"i'm 66years old, and this is one of the songs i've chosen for my retirement party! i've been listening to it since it's inception, and it never gets old, only better!",After
Puzzle,It Takes Two,2021-08-27,"when rose said i have some change for the bus, i packed a sandwich and a lollipop it made me cry my eyes out. she's just so innocent and sweet, and it broke my heart.",After
Puzzle,It Takes Two,2024-01-16,"brings me back to the old block, when i was like 7.. this was pumping at every party, every 24 speaker in the hatchback, every 7' speaker out of every window haha..bx",After
Puzzle,It Takes Two,2025-01-18,"its like  it takes two  part 2 and i have no problem with that at all, i really enjoyed both that game and a way out, i didnt realise they were from the same dev team",After
Puzzle,It Takes Two,2021-03-31,why is nobody talking about the fact that your friend can literally play the game for free well depending if they bought it you play for free  thats an amazing feature,After
Puzzle,It Takes Two,2021-04-05,play as a dolls riding a beetle trying to save bees disguised as robots from the war hungry squirrels while experiencing marriage counseling that is one hefty tagline.,After
Puzzle,It Takes Two,2021-04-21,"sometimes cats eat a strand of hair, and it gets caught in their poop. they get scared when it won't drop and run out. lol my cat has done it a couple of times before.",After
Puzzle,It Takes Two,2022-11-05,idk if its true that one person owns this and a friend can play my friend bought the game and we tried to play it together and it wouldnt let me because i didnt own it,After
Puzzle,It Takes Two,2022-08-22,"this is actually an achievement! the trophy you get from this is called force triangulated and its caption says breath some wind into your ocarina, my skyward princess",After
Puzzle,It Takes Two,2025-01-22,a way out has an easter egg to brothers a tale of two sons it takes two has an easter egg to a way out i wonder if split fiction will have an easter egg to it takes two,After
Puzzle,It Takes Two,2021-04-04,"this game is absolutely incredible. glad you enjoyed it, charlie! my buddy and i have two chapters left and there hasn't been any dull bits. game of the year contender.",After
Puzzle,It Takes Two,2024-07-23,i genuinely cried when i played that elephant part. as soon as their leg ripped off i turned off the sound looked away and mashed while trying to forget why im mashing.,After
Puzzle,It Takes Two,2023-09-19,oh my goodness i just watch this movie yesterday. it was on tv and i havent watched it in since i can remember win for a very long time and it was just on tv yesterday.,After
Puzzle,It Takes Two,2022-08-08,"game facts, i really feel the did you know is the same as devoun's voice, and the location is australia, sorry if im wrong but you sound the same. maybe just the accent",After
Puzzle,It Takes Two,2022-05-08,i remember in high school a friend popped in a cassette tape and said check this out! i loved it ...48 years old and my neighbors are hearing this now.. still love it...,After
Puzzle,It Takes Two,2021-07-11,"you two need to play a way out! it's very similar to it takes two, it's just a more dramatic setting and story. it'd be hilarious to hear what happened to you two in it.",After
Puzzle,It Takes Two,2021-07-09,"you know, i would totally love to see a completely separate series of videos in which its just matt and shelby playing coop games together. i think thatll be really fun.",After
Puzzle,It Takes Two,2023-02-04,"this game was worth buying. i do not regret it. graphics, great voice acting, great plot, great soundtrack, great everything about this game is awesome. would recommend.",After
Puzzle,It Takes Two,2025-03-05,"love to see xbox controller and ps controller is working together, hopefully both relationship can be fixed by mr hakim from ea in the next game ... split fiction... lol",After
Puzzle,It Takes Two,2021-05-28,i dont want to spoil a single thing about it  proceeds to tell us about multiple intriguing plot points to sell us on the game  such a beautiful and creative work of art,After
Puzzle,It Takes Two,2024-12-03,"played this game with my ex girlfriend while we were separated, probably one of my favorite experiences ive ever had. i hope she looks back fondly on it as much as i do.",After
Puzzle,It Takes Two,2024-06-11,"i was playing fortnite festival earlier, i heard this song play and immediately got nostalgia from hearing this in gta san andreas, i'm so glad i know the song name now!",After
Puzzle,It Takes Two,2022-11-03,"i managed to beat portal 2 coop for the xbox 360 years ago by myself, though getting the achievements for coop was a hell of a lot harder than actually playing the game.",After
Puzzle,It Takes Two,2024-07-26,i dont think ive seen a fictional married couple that should be divorced as much as the playable characters in this game like they just make shit worse by being together,After
Puzzle,It Takes Two,2023-03-06,"oml i was playing that today with my sis and when we were on the boat i saw the dock and i told her i already checked it, nothing there cause i didnt see u could go innn",After
Puzzle,It Takes Two,2021-08-04,"i came here just because taehyung said he's playing this game ..,and just came to see how this actually look like ..... but honestly this game seems pretty adventure. ..!",After
Puzzle,It Takes Two,2021-11-09,this game is the best game i have ever played!! it's so outstanding. so creative and beautiful and so much detail work. thank you sooo much for this wonderful experience.,After
Puzzle,It Takes Two,2022-05-17,it's almost criminal that rob base hasn't been asked to perform this during a super bowl half time show  there's no way this song wouldn't have people out of their seats!,After
Puzzle,It Takes Two,2021-04-29,omg yes yes yes!!!! i really really wanted this to happen. this is a perfect game for yall. me and gf love this game  also just noticed this the fuses refused to help lol,After
Puzzle,It Takes Two,2023-02-24,"i'm like sonic grinding on a rail while playing splatoon if you had any knowledge on splatoon that would of been the funniest joke,flashbacks from fighting 2's final boss",After
Puzzle,It Takes Two,2021-05-18,suddenly i remember about some lyric  i see them everyday we get along so why can't they? if this is what he wants and it's what she wants then why is there so much pain?,After
Puzzle,It Takes Two,2022-08-02,"i was just about to order this game until i read on wikipedia that it requires 2 players through either local or online play. oh well, i guess i'm forced to pass on this.",After
Puzzle,It Takes Two,2024-07-27,jacob feeling absolutely awful about killing the elephant while jaiden is having the time of her life and wants it to be as brutal as possible is so on brand for them lol,After
Puzzle,It Takes Two,2025-02-17,this would truly be amazing we a tv show i feel like it would probably be a very successful one as well! im literally obsessed with this series and cant wait for season 7!,After
Puzzle,It Takes Two,2024-02-23,"that game looked fun but it was also creepy, lmao seriously, tho, the book of love is freaky. also, the commentary from jaiden and alpharad is just unreal amounts of comedy",After
Puzzle,It Takes Two,2024-04-05,"it's the best game i have played in years. it's super fun, finally a good coop game and it has charming graphics. the mechanics and level design are so fantastic. i love it",After
Puzzle,It Takes Two,2024-08-18,bro it takes two was my childhood movie. i was literally 6 or 7 when my mom showed me and i fell in love lol and i may or may not have fainted everywhere i went to practice,After
Puzzle,It Takes Two,2021-05-23,"going to this playthrough with gabs and sean from the game grumps is night and day. i love the grumps and they are seriously entertaining, but they drive me crazy sometimes.",After
